iter	Passed	Remaining
559	7825	6148
560	7838	6134
561	7851	6119
562	7874	6112
563	7887	6097
564	7899	6082
565	7912	6066
566	7924	6051
567	7937	6037
568	7950	6022
569	7962	6007
570	7975	5992
571	7988	5977
572	8000	5961
573	8012	5946
574	8025	5932
575	8038	5917
576	8050	5902
577	8066	5889
578	8078	5874
579	8090	5858
580	8117	5854
581	8130	5839
582	8142	5824
583	8154	5808
584	8167	5794
585	8180	5779
586	8193	5764
587	8206	5749
588	8218	5734
589	8231	5720
590	8244	5705
591	8256	5690
592	8269	5675
593	8284	5662
594	8296	5647
595	8309	5632
596	8322	5618
597	8336	5604
598	8349	5589
599	8363	5575
600	8377	5561
601	8394	5549
602	8408	5535
603	8421	5521
604	8433	5506
605	8451	5494
606	8464	5480
607	8477	5465
608	8490	5450
609	8502	5436
610	8515	5421
611	8528	5407
612	8541	5392
613	8554	5377
614	8566	5362
615	8579	5348
616	8593	5334
617	8610	5322
618	8635	5315
619	8649	5301
620	8662	5286
621	8681	5276
622	8694	5261
623	8707	5246
624	8720	5232
625	8732	5217
626	8745	5202
627	8758	5187
628	8771	5173
629	8784	5158
630	8796	5143
631	8809	5129
632	8822	5114
633	8834	5100
634	8848	5085
635	8860	5071
636	8873	5056
637	8886	5042
638	8898	5027
639	8910	5012
640	8923	4997
641	8936	4983
642	8949	4968
643	8962	4954
644	8974	4939
645	8986	4924
646	9002	4911
647	9016	4897
648	9029	4883
649	9042	4868
650	9055	4854
651	9068	4840
652	9081	4825
653	9093	4811
654	9106	4796
655	9123	4784
656	9136	4769
657	9148	4755
658	9162	4740
659	9174	4726
660	9187	4711
661	9201	4698
662	9214	4683
663	9227	4669
664	9240	4655
665	9257	4642
666	9274	4630
667	9288	4616
668	9300	4601
669	9316	4588
670	9329	4574
671	9342	4560
672	9355	4545
673	9368	4531
674	9402	4527
675	9416	4513
676	9429	4499
677	9442	4484
678	9456	4470
679	9468	4455
680	9481	4441
681	9494	4426
682	9506	4412
683	9519	4397
684	9535	4384
685	9558	4375
686	9573	4361
687	9587	4347
688	9600	4333
689	9612	4318
690	9624	4303
691	9637	4289
692	9649	4274
693	9662	4260
694	9674	4245
695	9687	4231
696	9710	4221
697	9725	4207
698	9738	4193
699	9751	4179
700	9764	4164
701	9776	4150
702	9790	4136
703	9803	4122
704	9816	4107
705	9830	4093
706	9844	4079
707	9857	4065
708	9870	4051
709	9883	4036
710	9895	4022
711	9909	4008
712	9921	3993
713	9934	3979
714	9947	3965
715	9959	3950
716	9974	3936
717	9987	3922
718	9999	3908
719	10012	3893
720	10025	3879
721	10037	3864
722	10050	3850
723	10063	3836
724	10076	3821
725	10088	3807
726	10101	3793
727	10131	3785
728	10145	3771
729	10158	3757
730	10172	3743
731	10185	3728
732	10197	3714
733	10210	3700
734	10222	3685
735	10236	3671
736	10248	3657
737	10261	3642
738	10278	3630
739	10291	3616
740	10310	3603
741	10326	3590
742	10339	3576
743	10353	3562
744	10365	3547
745	10378	3533
746	10391	3519
747	10404	3505
748	10417	3490
749	10430	3476
750	10442	3462
751	10455	3448
752	10469	3434
753	10482	3420
754	10495	3405
755	10510	3392
756	10523	3378
757	10537	3364
758	10549	3349
759	10562	3335
760	10575	3321
761	10588	3307
762	10600	3292
763	10613	3278
764	10625	3264
765	10639	3250
766	10654	3236
767	10666	3222
768	10682	3209
769	10712	3199
770	10726	3185
771	10740	3172
772	10753	3157
773	10766	3143
774	10786	3131
775	10800	3117
776	10816	3104
777	10828	3089
778	10841	3075
779	10854	3061
780	10867	3047
781	10880	3033
782	10892	3018
783	10905	3004
784	10917	2990
785	10931	2976
786	10944	2962
787	10957	2947
788	10970	2933
789	10983	2919
790	10996	2905
791	11008	2891
792	11021	2876
793	11037	2863
794	11050	2849
795	11070	2837
796	11095	2826
797	11114	2813
798	11138	2801
799	11154	2788
800	11171	2775
801	11197	2764
802	11211	2750
803	11224	2736
804	11242	2723
805	11254	2708
806	11267	2694
807	11280	2680
808	11294	2666
809	11306	2652
810	11318	2637
811	11331	2623
812	11344	2609
813	11357	2595
814	11373	2581
815	11449	2581
816	11478	2571
817	11493	2557
818	11511	2544
819	11525	2529
820	11544	2516
821	11561	2503
822	11579	2490
823	11595	2476
824	11609	2462
825	11624	2448
826	11641	2435
827	11653	2420
828	11667	2406
829	11681	2392
830	11693	2378
831	11707	2363
832	11720	2349
833	11732	2335
834	11745	2320
835	11761	2307
836	11776	2293
837	11792	2279
838	11813	2266
839	11827	2252
840	11844	2239
841	11861	2225
842	11877	2212
843	11891	2198
844	11904	2183
845	11917	2169
846	11929	2154
847	11941	2140
848	11954	2126
849	11969	2112
850	11982	2098
851	11995	2083
852	12008	2069
853	12021	2055
854	12033	2040
855	12046	2026
856	12058	2012
857	12071	1997
858	12084	1983
859	12096	1969
860	12121	1956
861	12133	1942
862	12149	1928
863	12164	1914
864	12179	1900
865	12192	1886
866	12204	1872
867	12218	1858
868	12249	1846
869	12263	1832
870	12275	1818
871	12288	1803
872	12302	1789
873	12315	1775
874	12329	1761
875	12342	1747
876	12357	1733
877	12371	1719
878	12385	1704
879	12398	1690
880	12410	1676
881	12423	1662
882	12435	1647
883	12459	1635
884	12472	1620
885	12485	1606
886	12498	1592
887	12513	1578
888	12525	1563
889	12538	1549
890	12550	1535
891	12567	1521
892	12579	1507
893	12591	1493
894	12604	1478
895	12618	1464
896	12630	1450
897	12643	1436
898	12655	1421
899	12668	1407
900	12680	1393
901	12694	1379
902	12706	1364
903	12720	1350
904	12732	1336
905	12745	1322
906	12758	1308
907	12771	1293
908	12783	1279
909	12795	1265
910	12808	1251
911	12825	1237
912	12841	1223
913	12855	1209
914	12867	1195
915	12880	1181
916	12896	1167
917	12909	1153
918	12921	1138
919	12934	1124
920	12947	1110
921	12960	1096
922	12974	1082
923	12986	1068
924	12999	1054
925	13012	1039
926	13024	1025
927	13038	1011
928	13052	997
929	13066	983
930	13080	969
931	13093	955
932	13108	941
933	13127	927
934	13139	913
935	13151	899
936	13164	885
937	13177	870
938	13190	856
939	13203	842
940	13215	828
941	13230	814
942	13248	800
943	13262	786
944	13275	772
945	13288	758
946	13301	744
947	13313	730
948	13326	716
949	13339	702
950	13352	687
951	13364	673
952	13377	659
953	13391	645
954	13415	632
955	13431	618
956	13444	604
957	13457	589
958	13469	575
959	13481	561
960	13506	548
961	13519	534
962	13532	519
963	13545	505
964	13557	491
965	13571	477
966	13584	463
967	13596	449
968	13609	435
969	13622	421
970	13635	407
971	13648	393
972	13660	379
973	13673	364
974	13685	350
975	13698	336
976	13711	322
